EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,28,20,8,1,,1,,,,9,7,2
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,9,4,5,,,,,,,,,
Bank of Montreal,2010,Provincial,Saskatchewan,,,Overall,Part-Time,23,2,21,4,2,2,,,,3,,3
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,6,3,3,,,,,,,2,2,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,4,1,3,,,,,,,,,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,31,23,8,,,,1,1,,16,11,5
Bank of Montreal,2016,Provincial,Alberta,,,Overall,Part-Time,127,33,94,3,,3,2,,2,52,16,36
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,1,2,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Manitoba,,,Overall,Full-Time,22,13,9,2,1,1,,,,7,4,3
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,14,10,4,1,1,,,,,2,2,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,7,3,4,,,,,,,1,,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,35,14,21,1,1,,1,,1,20,7,13
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,93,31,62,1,,1,2,1,1,36,13,23
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,77,28,49,,,,1,1,,24,12,12
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,371,150,221,9,1,8,3,3,,126,72,54
Bank of Montreal,2018,Provincial,British Columbia,,,Overall,Full-Time,228,119,109,3,1,2,3,1,2,95,48,47
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,10,5,5,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,26,17,9,1,1,,,,,9,8,1
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,628,322,306,2,1,1,8,4,4,315,157,158
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,97,40,57,,,,2,1,1,45,23,22
Bank of Montreal,2017,Provincial,Ontario,,,Overall,Full-Time,2080,1154,926,14,10,4,45,22,23,1018,596,422
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,187,101,86,1,1,,4,1,3,79,41,38
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,5,1,4,,,,1,1,,1,,1
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,12,9,3,,,,3,1,2,1,1,
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,11,5,6,,,,,,,3,2,1
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,21,4,17,1,,1,2,,2,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,45,32,13,,,,,,,19,10,9
Bank of Montreal,2012,Provincial,Nova Scotia,,,Overall,Full-Time,30,13,17,1,1,,1,1,,4,2,2
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,11,,11,,,,,,,2,,2
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,179,86,93,3,2,1,2,2,,62,32,30
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,44,16,28,,,,,,,18,8,10
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,2,3,,,,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,410,188,222,8,2,6,7,3,4,168,78,90
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,7,6,1,,,,,,,2,2,
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,4,,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,113,23,90,3,,3,4,2,2,25,12,13
Bank of Montreal,2015,Provincial,Saskatchewan,,,Overall,Full-Time,47,28,19,1,1,,,,,20,15,5
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,1121,561,560,12,5,7,21,7,14,534,266,268
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,8,2,6,2,1,1,,,,,,
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,1,,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,273,74,199,13,1,12,9,1,8,103,32,71
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,13,8,5,1,,1,,,,5,5,
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,39,30,9,,,,,,,11,9,2
Bank of Montreal,2014,Provincial,Manitoba,,,Overall,Full-Time,41,16,25,2,1,1,1,,1,7,3,4
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,4,,4,1,,1,,,,,,
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,8,4,4,1,1,,,,,2,,2
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,150,56,94,3,1,2,4,2,2,29,11,18
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,11,4,7,,,,,,,5,2,3
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,5,,5,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,569,331,238,5,2,3,15,5,10,179,109,70
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,225,133,92,1,1,,3,,3,79,48,31
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,98,42,56,1,1,,1,,1,49,19,30
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,221,71,150,5,1,4,2,,2,45,21,24
Bank of Montreal,2014,Provincial,Ontario,,,Overall,Full-Time,2285,1267,1018,21,8,13,40,27,13,758,447,311
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Part-Time,1,,1,,,,1,,1,1,,1
Bank of Montreal,2018,Provincial,Alberta,,,Overall,Part-Time,179,42,137,7,2,5,6,2,4,60,21,39
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,91,52,39,,,,3,3,,36,22,14
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,36,22,14,,,,,,,3,2,1
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,7,4,3,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,9,3,6,,,,,,,8,3,5
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,6,2,4,,,,,,,4,2,2
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,6,2,4,,,,,,,2,2,
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,32,9,23,2,1,1,1,1,,17,7,10
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,25,5,20,,,,,,,3,1,2
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,37,6,31,1,,1,1,,1,3,,3
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,82,36,46,1,1,,1,,1,32,12,20
Bank of Montreal,2018,Provincial,British Columbia,,,Overall,Part-Time,283,79,204,14,1,13,9,1,8,105,33,72
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,1,4,,,,,,,,,
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,11,9,2,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Manitoba,,,Overall,Part-Time,12,2,10,1,,1,1,,1,4,2,2
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,176,57,119,,,,5,,5,61,23,38
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,64,31,33,,,,,,,39,20,19
Bank of Montreal,2013,Provincial,Nova Scotia,,,Overall,Full-Time,18,6,12,1,1,,2,1,1,1,1,
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,42,19,23,1,1,,,,,14,7,7
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,8,4,4,,,,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,5,3,2,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,4,2,2,,,,1,1,,3,2,1
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,49,19,30,3,,3,1,,1,18,9,9
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,13,3,10,4,1,3,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,949,232,717,34,3,31,16,2,14,292,87,205
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,28,3,25,4,1,3,,,,5,1,4
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,8,1,7,,,,1,,1,2,1,1
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,285,158,127,1,,1,6,3,3,108,67,41
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,33,24,9,,,,1,1,,15,11,4
Bank of Montreal,2013,Provincial,Ontario,,,Overall,Part-Time,466,143,323,3,2,1,20,5,15,71,24,47
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,19,3,16,,,,1,1,,3,,3
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,6,3,,,,,,,3,3,
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,23,2,21,1,,1,1,,1,1,,1
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,5,1,4,1,,1,,,,,,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,1,,1,1,,1
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,52,22,30,1,,1,1,,1,17,8,9
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,292,141,151,1,1,,4,2,2,166,85,81
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,218,97,121,2,,2,4,2,2,95,43,52
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,5,1,4,,,,,,,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,68,24,44,6,3,3,7,2,5,30,12,18
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2019,Provincial,New Brunswick,,,Overall,Full-Time,7,3,4,,,,,,,1,1,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,810,495,315,11,7,4,18,15,3,399,244,155
Bank of Montreal,2012,National,Canada,,,Overall,Full-Time,2462,1199,1263,45,13,32,54,31,23,906,470,436
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,157,33,124,7,,7,4,1,3,39,11,28
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,33,11,22,,,,1,,1,3,2,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,467,192,275,11,3,8,11,3,8,165,71,94
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,132,33,99,4,,4,5,1,4,49,12,37
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,2,1,,,,,,,2,2,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,3,3,,,,,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,477,297,180,,,,10,7,3,196,126,70
Bank of Montreal,2019,Provincial,Qu�bec,,,Overall,Part-Time,333,151,182,3,2,1,4,1,3,121,54,67
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,406,225,181,2,1,1,6,5,1,107,56,51
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,23,4,19,1,,1,,,,7,2,5
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,275,118,157,1,1,,1,,1,162,64,98
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Part-Time,1,,1,,,,1,,1,1,,1
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,6,2,4,1,,1,,,,2,1,1
Bank of Montreal,2019,Provincial,British Columbia,,,Overall,Part-Time,199,58,141,11,2,9,8,1,7,69,25,44
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,9,4,5,,,,,,,6,3,3
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,15,5,10,,,,1,,1,4,2,2
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,7,3,4,1,,1,,,,,,
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,82,45,37,,,,1,,1,24,14,10
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,232,121,111,,,,1,,1,124,59,65
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,3,3,,,,,,,,2,2,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,427,244,183,6,3,3,7,2,5,145,86,59
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,589,370,219,3,1,2,13,9,4,217,140,77
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,1,4,,,,,,,1,1,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,1077,676,401,13,8,5,27,20,7,542,336,206
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,32,6,26,2,,2,,,,11,2,9
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,36,19,17,2,1,1,,,,10,6,4
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,28,3,25,4,1,3,,,,5,1,4
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,3,1,2,,,,,,,1,,1
Bank of Montreal,2019,Provincial,Nova Scotia,,,Overall,Full-Time,19,12,7,2,1,1,1,,1,5,3,2
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,27,18,9,,,,,,,11,9,2
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,37,22,15,,,,,,,9,4,5
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,2,,,,,,,,2,2,
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,3,1,2,,,,,,,1,,1
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,13,11,2,,,,,,,7,6,1
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,4,2,2,,,,,,,2,1,1
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,32,22,10,,,,,,,4,3,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,170,43,127,4,,4,4,,4,29,12,17
Bank of Montreal,2011,Provincial,Ontario,,,Overall,Full-Time,2311,1208,1103,23,8,15,48,27,21,1185,630,555
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,4,2,2,,,,,,,4,2,2
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,76,33,43,,,,3,1,2,42,22,20
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,191,53,138,11,2,9,8,1,7,66,23,43
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,183,70,113,3,2,1,4,2,2,24,13,11
Bank of Montreal,2014,Provincial,Manitoba,,,Overall,Part-Time,24,4,20,1,,1,,,,7,2,5
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,38,20,18,,,,2,2,,11,7,4
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,,2,,,,,,,2,,2
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,492,191,301,7,2,5,14,10,4,271,112,159
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,31,20,11,,,,,,,22,14,8
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,97,57,40,2,,2,3,1,2,37,22,15
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,42,21,21,,,,1,,1,21,12,9
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,184,76,108,4,,4,10,5,5,61,31,30
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,2,,,,,,,,2,2,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,8,2,6,,,,,,,2,1,1
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,15,5,10,1,,1,1,,1,4,2,2
Bank of Montreal,2012,Provincial,Manitoba,,,Overall,Part-Time,25,6,19,2,,2,,,,5,1,4
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,615,363,252,6,3,3,8,4,4,274,168,106
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,12,5,7,,,,1,1,,3,,3
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,23,19,4,,,,,,,8,7,1
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,73,35,38,,,,,,,27,18,9
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,3,3,1,1,,,,,,,
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,15,5,10,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,New Brunswick,,,Overall,Full-Time,16,7,9,,,,1,,1,1,,1
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,18,6,12,,,,,,,,,
